obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('0',)",3722915103,8,3.643270016,3742914149,3742914150,3722915103,0,internal_timestamp,74.86199951,1513926303,33.1283989,1,10.16020012,1025.807725,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('1',)",3722915103,8,3.643260002,3742914149,3742914150,3722915103,0,internal_timestamp,74.86299896,1513926303,33.12829971,0,10.16020012,1025.807653,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('2',)",3722915103,8,3.643759966,3742914149,3742914150,3722915103,0,internal_timestamp,74.85900116,1513926303,33.13349915,0,10.15999985,1025.811722,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('3',)",3722915103,8,3.643270016,3742914149,3742914150,3722915103,0,internal_timestamp,74.86199951,1513926303,33.1283989,0,10.16020012,1025.807725,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('4',)",3722915103,8,3.643260002,3742914149,3742914150,3722915103,0,internal_timestamp,74.86299896,1513926303,33.1283989,0,10.15999985,1025.807764,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('5',)",3722915103,8,3.644900084,3742914149,3742914150,3722915103,0,internal_timestamp,74.85600281,1513926303,33.14500046,0,10.15999985,1025.820675,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('6',)",3722915103,8,3.645119905,3742914149,3742914150,3722915103,0,internal_timestamp,74.86000061,1513926303,33.14699936,0,10.16020012,1025.822217,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('7',)",3722915103,8,3.643870115,3742914149,3742914150,3722915103,0,internal_timestamp,74.85900116,1513926303,33.13460159,0,10.15999985,1025.812581,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('8',)",3722915103,8,3.644249916,3742914149,3742914150,3722915103,0,internal_timestamp,74.85700226,1513926303,33.13840103,0,10.15999985,1025.815534,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('9',)",3722915103,8,3.644609928,3742914149,3742914150,3722915103,0,internal_timestamp,74.85800171,1513926303,33.14199829,0,10.16009998,1025.818326,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('10',)",3722915103,8,3.644880056,3742914149,3742914150,3722915103,0,internal_timestamp,74.85600281,1513926303,33.14459991,0,10.16020012,1025.820328,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('11',)",3722915103,8,3.645050049,3742914149,3742914150,3722915103,0,internal_timestamp,74.86000061,1513926303,33.14619827,0,10.16030025,1025.821576,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('12',)",3722915103,8,3.645169973,3742914149,3742914150,3722915103,0,internal_timestamp,74.86199951,1513926303,33.14730072,0,10.16040039,1025.822427,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('13',)",3722915103,8,3.645220041,3742914149,3742914150,3722915103,0,internal_timestamp,74.85700226,1513926303,33.14789963,0,10.16040039,1025.822871,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('14',)",3722915104,8,3.645240068,3742914149,3742914150,3722915104,0,internal_timestamp,74.86000061,1513926304,33.14799881,0,10.16049957,1025.822945,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('15',)",3722915104,8,3.645250082,3742914149,3742914150,3722915104,0,internal_timestamp,74.85800171,1513926304,33.14810181,0,10.16049957,1025.823017,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('16',)",3722915104,8,3.645270109,3742914149,3742914150,3722915104,0,internal_timestamp,74.86199951,1513926304,33.14830017,0,10.16049957,1025.823189,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('17',)",3722915104,8,3.645279884,3742914149,3742914150,3722915104,0,internal_timestamp,74.85800171,1513926304,33.14839935,0,10.16049957,1025.823248,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('18',)",3722915104,8,3.645299912,3742914149,3742914150,3722915104,0,internal_timestamp,74.86000061,1513926304,33.14860153,0,10.16049957,1025.823415,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('19',)",3722915104,8,3.645319939,3742914149,3742914150,3722915104,0,internal_timestamp,74.86000061,1513926304,33.1487999,0,10.16049957,1025.82357,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('20',)",3722915104,8,3.645329952,3742914149,3742914150,3722915104,0,internal_timestamp,74.86000061,1513926304,33.14889908,0,10.16059971,1025.82363,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('21',)",3722915104,8,3.645339966,3742914149,3742914150,3722915104,0,internal_timestamp,74.85800171,1513926304,33.14889908,0,10.16059971,1025.823621,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('22',)",3722915104,8,3.645339966,3742914149,3742914150,3722915104,0,internal_timestamp,74.86000061,1513926304,33.14899826,0,10.16059971,1025.823707,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('23',)",3722915104,8,3.645349979,3742914149,3742914150,3722915104,0,internal_timestamp,74.85800171,1513926304,33.14899826,0,10.16059971,1025.823698,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('24',)",3722915104,8,3.645359993,3742914149,3742914150,3722915104,0,internal_timestamp,74.86199951,1513926304,33.14910126,0,10.16049957,1025.823814,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('25',)",3722915105,8,3.645349979,3742914149,3742914150,3722915105,0,internal_timestamp,74.86399841,1513926305,33.14910126,0,10.16049957,1025.823823,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('26',)",3722915105,8,3.645359993,3742914149,3742914150,3722915105,0,internal_timestamp,74.86499786,1513926305,33.14920044,0,10.16049957,1025.823905,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('27',)",3722915105,8,3.645370007,3742914149,3742914150,3722915105,0,internal_timestamp,74.8690033,1513926305,33.14929962,0,10.16049957,1025.824,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('28',)",3722915105,8,3.64538002,3742914149,3742914150,3722915105,0,internal_timestamp,74.87000275,1513926305,33.1495018,0,10.16040039,1025.824179,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('29',)",3722915105,8,3.645400047,3742914149,3742914150,3722915105,0,internal_timestamp,74.87400055,1513926305,33.14970016,0,10.16040039,1025.824352,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('30',)",3722915105,8,3.645420074,3742914149,3742914150,3722915105,0,internal_timestamp,74.8730011,1513926305,33.14989853,0,10.16040039,1025.824502,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('31',)",3722915105,8,3.645420074,3742914149,3742914150,3722915105,0,internal_timestamp,74.8730011,1513926305,33.14979935,0,10.16049957,1025.824408,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('32',)",3722915105,8,3.645400047,3742914149,3742914150,3722915105,0,internal_timestamp,74.87400055,1513926305,33.14960098,0,10.16049957,1025.824258,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('33',)",3722915105,8,3.645400047,3742914149,3742914150,3722915105,0,internal_timestamp,74.875,1513926305,33.14960098,0,10.16049957,1025.824263,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('34',)",3722915105,8,3.645400047,3742914149,3742914150,3722915105,0,internal_timestamp,74.88200378,1513926305,33.14960098,0,10.16049957,1025.824294,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('35',)",3722915105,8,3.645410061,3742914149,3742914150,3722915105,0,internal_timestamp,74.88200378,1513926305,33.14970016,0,10.16049957,1025.824372,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('36',)",3722915105,8,3.645410061,3742914149,3742914150,3722915105,0,internal_timestamp,74.88300323,1513926305,33.14970016,0,10.16049957,1025.824376,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('37',)",3722915105,8,3.645410061,3742914149,3742914150,3722915105,0,internal_timestamp,74.88500214,1513926305,33.14970016,0,10.16049957,1025.824385,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('38',)",3722915105,8,3.645400047,3742914149,3742914150,3722915105,0,internal_timestamp,74.88600159,1513926305,33.14960098,0,10.16049957,1025.824313,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('39',)",3722915105,8,3.645390034,3742914149,3742914150,3722915105,0,internal_timestamp,74.89199829,1513926305,33.1495018,0,10.16049957,1025.824263,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('40',)",3722915105,8,3.64538002,3742914149,3742914150,3722915105,0,internal_timestamp,74.89299774,1513926305,33.1493988,0,10.16049957,1025.824187,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('41',)",3722915105,8,3.64538002,3742914149,3742914150,3722915105,0,internal_timestamp,74.89299774,1513926305,33.1493988,0,10.16049957,1025.824187,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('42',)",3722915105,8,3.645390034,3742914149,3742914150,3722915105,0,internal_timestamp,74.89900208,1513926305,33.1495018,0,10.16049957,1025.824294,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('43',)",3722915105,8,3.645400047,3742914149,3742914150,3722915105,0,internal_timestamp,74.90000153,1513926305,33.14960098,0,10.16049957,1025.824376,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('44',)",3722915105,8,3.645420074,3742914149,3742914150,3722915105,0,internal_timestamp,74.90200043,1513926305,33.14979935,0,10.16049957,1025.82454,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('45',)",3722915105,8,3.645420074,3742914149,3742914150,3722915105,0,internal_timestamp,74.90499878,1513926305,33.14989853,0,10.16040039,1025.824648,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('46',)",3722915106,8,3.645420074,3742914149,3742914150,3722915106,0,internal_timestamp,74.90599823,1513926306,33.14979935,0,10.16040039,1025.824575,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('47',)",3722915106,8,3.645400047,3742914149,3742914150,3722915106,0,internal_timestamp,74.91300201,1513926306,33.14960098,0,10.16040039,1025.824452,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('48',)",3722915106,8,3.64538002,3742914149,3742914150,3722915106,0,internal_timestamp,74.91600037,1513926306,33.1493988,0,10.16040039,1025.824308,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('49',)",3722915106,8,3.64538002,3742914149,3742914150,3722915106,0,internal_timestamp,74.91799927,1513926306,33.1493988,0,10.16049957,1025.8243,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('50',)",3722915106,8,3.645390034,3742914149,3742914150,3722915106,0,internal_timestamp,74.92099762,1513926306,33.1495018,0,10.16049957,1025.824394,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('51',)",3722915106,8,3.645410061,3742914149,3742914150,3722915106,0,internal_timestamp,74.92500305,1513926306,33.14960098,0,10.16049957,1025.82449,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('52',)",3722915106,8,3.645420074,3742914149,3742914150,3722915106,0,internal_timestamp,74.93000031,1513926306,33.14979935,0,10.16049957,1025.824667,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('53',)",3722915106,8,3.645420074,3742914149,3742914150,3722915106,0,internal_timestamp,74.93299866,1513926306,33.14979935,0,10.16040039,1025.824698,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('54',)",3722915106,8,3.645400047,3742914149,3742914150,3722915106,0,internal_timestamp,74.93299866,1513926306,33.14960098,0,10.16049957,1025.824526,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('55',)",3722915106,8,3.645420074,3742914149,3742914150,3722915106,0,internal_timestamp,74.94100189,1513926306,33.14979935,0,10.16049957,1025.824717,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('56',)",3722915106,8,3.645420074,3742914149,3742914150,3722915106,0,internal_timestamp,74.94100189,1513926306,33.14979935,0,10.16049957,1025.824717,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('57',)",3722915106,8,3.645420074,3742914149,3742914150,3722915106,0,internal_timestamp,74.94599915,1513926306,33.14970016,0,10.16049957,1025.824663,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('58',)",3722915106,8,3.645410061,3742914149,3742914150,3722915106,0,internal_timestamp,74.95200348,1513926306,33.14970016,0,10.16049957,1025.82469,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('59',)",3722915106,8,3.645410061,3742914149,3742914150,3722915106,0,internal_timestamp,74.95300293,1513926306,33.14960098,0,10.16049957,1025.824617,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('60',)",3722915106,8,3.645410061,3742914149,3742914150,3722915106,0,internal_timestamp,74.95999908,1513926306,33.14960098,0,10.16049957,1025.824649,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('61',)",3722915106,8,3.645430088,3742914149,3742914150,3722915106,0,internal_timestamp,74.96299744,1513926306,33.14979935,0,10.16049957,1025.824817,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('62',)",3722915107,8,3.645450115,3742914149,3742914150,3722915107,0,internal_timestamp,74.96199799,1513926307,33.15000153,0,10.16049957,1025.82497,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('63',)",3722915107,8,3.645450115,3742914149,3742914150,3722915107,0,internal_timestamp,74.97100067,1513926307,33.15000153,0,10.16049957,1025.825011,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('64',)",3722915107,8,3.645440102,3742914149,3742914150,3722915107,0,internal_timestamp,74.97299957,1513926307,33.14989853,0,10.16049957,1025.82494,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('65',)",3722915107,8,3.645430088,3742914149,3742914150,3722915107,0,internal_timestamp,74.97699738,1513926307,33.14979935,0,10.16049957,1025.824881,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('66',)",3722915107,8,3.645420074,3742914149,3742914150,3722915107,0,internal_timestamp,74.98100281,1513926307,33.14970016,0,10.16049957,1025.824822,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('67',)",3722915107,8,3.645410061,3742914149,3742914150,3722915107,0,internal_timestamp,74.98500061,1513926307,33.14960098,0,10.16049957,1025.824763,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('68',)",3722915107,8,3.645420074,3742914149,3742914150,3722915107,0,internal_timestamp,74.99099731,1513926307,33.14970016,0,10.16049957,1025.824867,29,13,29,29,29,29,29,13,29,13,44.64102,-124.30216
"('69',)",3722915107,8,3.645420074,3742914149,3742914150,3722915107,0,internal_timestamp,74.99299622,1513926307,33.14970016,0,10.16059971,1025.824859,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('70',)",3722915107,8,3.645420074,3742914149,3742914150,3722915107,0,internal_timestamp,74.99700165,1513926307,33.14960098,0,10.16059971,1025.8248,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('71',)",3722915107,8,3.645410061,3742914149,3742914150,3722915107,0,internal_timestamp,75.0039978,1513926307,33.14960098,0,10.16059971,1025.824832,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('72',)",3722915107,8,3.645410061,3742914149,3742914150,3722915107,0,internal_timestamp,75.00299835,1513926307,33.1495018,0,10.16059971,1025.82475,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('73',)",3722915107,8,3.645410061,3742914149,3742914150,3722915107,0,internal_timestamp,75.01200104,1513926307,33.14960098,0,10.16049957,1025.824885,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('74',)",3722915107,8,3.645410061,3742914149,3742914150,3722915107,0,internal_timestamp,75.01599884,1513926307,33.14960098,0,10.16059971,1025.824886,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('75',)",3722915107,8,3.645420074,3742914149,3742914150,3722915107,0,internal_timestamp,75.02100372,1513926307,33.14970016,0,10.16059971,1025.824987,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('76',)",3722915107,8,3.645430088,3742914149,3742914150,3722915107,0,internal_timestamp,75.02500153,1513926307,33.14970016,0,10.16059971,1025.825005,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('77',)",3722915107,8,3.645420074,3742914149,3742914150,3722915107,0,internal_timestamp,75.02899933,1513926307,33.14960098,0,10.16059971,1025.824946,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('78',)",3722915108,8,3.645400047,3742914149,3742914150,3722915108,0,internal_timestamp,75.03500366,1513926308,33.1493988,0,10.16059971,1025.824815,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('79',)",3722915108,8,3.645390034,3742914149,3742914150,3722915108,0,internal_timestamp,75.03500366,1513926308,33.14929962,0,10.16059971,1025.824738,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('80',)",3722915108,8,3.645390034,3742914149,3742914150,3722915108,0,internal_timestamp,75.03700256,1513926308,33.14920044,0,10.16069984,1025.824653,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('81',)",3722915108,8,3.645390034,3742914149,3742914150,3722915108,0,internal_timestamp,75.04399872,1513926308,33.14920044,0,10.16069984,1025.824684,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('82',)",3722915108,8,3.645410061,3742914149,3742914150,3722915108,0,internal_timestamp,75.05200195,1513926308,33.1493988,0,10.16069984,1025.824875,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('83',)",3722915108,8,3.645430088,3742914149,3742914150,3722915108,0,internal_timestamp,75.05400085,1513926308,33.14970016,0,10.16059971,1025.825137,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('84',)",3722915108,8,3.645430088,3742914149,3742914150,3722915108,0,internal_timestamp,75.05500031,1513926308,33.14970016,0,10.16059971,1025.825141,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('85',)",3722915108,8,3.645430088,3742914149,3742914150,3722915108,0,internal_timestamp,75.05999756,1513926308,33.14970016,0,10.16059971,1025.825164,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('86',)",3722915108,8,3.645420074,3742914149,3742914150,3722915108,0,internal_timestamp,75.06700134,1513926308,33.14970016,0,10.16059971,1025.825196,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('87',)",3722915108,8,3.645420074,3742914149,3742914150,3722915108,0,internal_timestamp,75.07299805,1513926308,33.14960098,0,10.16059971,1025.825146,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('88',)",3722915108,8,3.645420074,3742914149,3742914150,3722915108,0,internal_timestamp,75.0759964,1513926308,33.14960098,0,10.16059971,1025.825159,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('89',)",3722915108,8,3.645400047,3742914149,3742914150,3722915108,0,internal_timestamp,75.07700348,1513926308,33.1495018,0,10.16059971,1025.825086,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('90',)",3722915108,8,3.645400047,3742914149,3742914150,3722915108,0,internal_timestamp,75.08000183,1513926308,33.1495018,1,10.16049957,1025.825117,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('91',)",3722915108,8,3.645390034,3742914149,3742914150,3722915108,0,internal_timestamp,75.08399963,1513926308,33.1493988,0,10.16049957,1025.825055,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('92',)",3722915108,8,3.645390034,3742914149,3742914150,3722915108,0,internal_timestamp,75.09100342,1513926308,33.1493988,0,10.16049957,1025.825087,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('93',)",3722915108,8,3.645400047,3742914149,3742914150,3722915108,0,internal_timestamp,75.09799957,1513926308,33.1495018,0,10.16049957,1025.825199,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('94',)",3722915109,8,3.645410061,3742914149,3742914150,3722915109,0,internal_timestamp,75.09799957,1513926309,33.14960098,0,10.16049957,1025.825276,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('95',)",3722915109,8,3.645400047,3742914149,3742914150,3722915109,0,internal_timestamp,75.10099792,1513926309,33.1495018,0,10.16059971,1025.825196,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('96',)",3722915109,8,3.645400047,3742914149,3742914150,3722915109,0,internal_timestamp,75.10199738,1513926309,33.1493988,0,10.16059971,1025.82512,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('97',)",3722915109,8,3.645400047,3742914149,3742914150,3722915109,0,internal_timestamp,75.10700226,1513926309,33.1493988,0,10.16059971,1025.825143,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('98',)",3722915109,8,3.645390034,3742914149,3742914150,3722915109,0,internal_timestamp,75.11499786,1513926309,33.14929962,0,10.16059971,1025.825102,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('99',)",3722915109,8,3.645390034,3742914149,3742914150,3722915109,0,internal_timestamp,75.11799622,1513926309,33.14929962,1,10.16059971,1025.825115,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('100',)",3722915109,8,3.645390034,3742914149,3742914150,3722915109,0,internal_timestamp,75.1190033,1513926309,33.14929962,0,10.16059971,1025.82512,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('101',)",3722915109,8,3.645400047,3742914149,3742914150,3722915109,0,internal_timestamp,75.1210022,1513926309,33.1493988,0,10.16059971,1025.825206,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('102',)",3722915109,8,3.645410061,3742914149,3742914150,3722915109,0,internal_timestamp,75.1269989,1513926309,33.1495018,0,10.16059971,1025.825314,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('103',)",3722915109,8,3.645430088,3742914149,3742914150,3722915109,0,internal_timestamp,75.1309967,1513926309,33.14970016,0,10.16059971,1025.825487,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('104',)",3722915109,8,3.645420074,3742914149,3742914150,3722915109,0,internal_timestamp,75.13600159,1513926309,33.14960098,0,10.16059971,1025.825432,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('105',)",3722915109,8,3.645410061,3742914149,3742914150,3722915109,0,internal_timestamp,75.14099884,1513926309,33.1495018,0,10.16069984,1025.82536,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('106',)",3722915109,8,3.645400047,3742914149,3742914150,3722915109,0,internal_timestamp,75.14700317,1513926309,33.14929962,0,10.16069984,1025.82523,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('107',)",3722915109,8,3.645400047,3742914149,3742914150,3722915109,0,internal_timestamp,75.14600372,1513926309,33.14929962,0,10.16069984,1025.825225,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('108',)",3722915109,8,3.645390034,3742914149,3742914150,3722915109,0,internal_timestamp,75.14700317,1513926309,33.14920044,0,10.16069984,1025.825153,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('109',)",3722915109,8,3.645410061,3742914149,3742914150,3722915109,0,internal_timestamp,75.14900208,1513926309,33.1493988,0,10.16059971,1025.825333,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('110',)",3722915110,8,3.645420074,3742914149,3742914150,3722915110,0,internal_timestamp,75.15899658,1513926310,33.14960098,0,10.16059971,1025.825536,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('111',)",3722915110,8,3.645430088,3742914149,3742914150,3722915110,0,internal_timestamp,75.16000366,1513926310,33.14970016,0,10.16059971,1025.825618,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('112',)",3722915110,8,3.645420074,3742914149,3742914150,3722915110,0,internal_timestamp,75.16300201,1513926310,33.14960098,0,10.16059971,1025.825555,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('113',)",3722915110,8,3.645420074,3742914149,3742914150,3722915110,0,internal_timestamp,75.16899872,1513926310,33.1495018,0,10.16059971,1025.825505,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('114',)",3722915110,8,3.645390034,3742914149,3742914150,3722915110,0,internal_timestamp,75.17299652,1513926310,33.14929962,0,10.16059971,1025.825365,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('115',)",3722915110,8,3.645390034,3742914149,3742914150,3722915110,0,internal_timestamp,75.17299652,1513926310,33.14929962,0,10.16059971,1025.825365,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('116',)",3722915110,8,3.645390034,3742914149,3742914150,3722915110,0,internal_timestamp,75.17700195,1513926310,33.14929962,0,10.16049957,1025.8254,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('117',)",3722915110,8,3.645390034,3742914149,3742914150,3722915110,0,internal_timestamp,75.17700195,1513926310,33.1493988,0,10.16049957,1025.825478,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('118',)",3722915110,8,3.645400047,3742914149,3742914150,3722915110,0,internal_timestamp,75.18199921,1513926310,33.1493988,0,10.16059971,1025.825483,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('119',)",3722915110,8,3.645410061,3742914149,3742914150,3722915110,0,internal_timestamp,75.18699646,1513926310,33.1495018,0,10.16059971,1025.825586,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('120',)",3722915110,8,3.645420074,3742914149,3742914150,3722915110,0,internal_timestamp,75.18900299,1513926310,33.14960098,0,10.16059971,1025.825673,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('121',)",3722915110,8,3.645430088,3742914149,3742914150,3722915110,0,internal_timestamp,75.18900299,1513926310,33.14960098,0,10.16059971,1025.825673,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('122',)",3722915110,8,3.645420074,3742914149,3742914150,3722915110,0,internal_timestamp,75.19400024,1513926310,33.14960098,0,10.16069984,1025.825679,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('123',)",3722915110,8,3.645420074,3742914149,3742914150,3722915110,0,internal_timestamp,75.19499969,1513926310,33.1495018,0,10.16059971,1025.825623,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('124',)",3722915110,8,3.645420074,3742914149,3742914150,3722915110,0,internal_timestamp,75.19799805,1513926310,33.1495018,0,10.16059971,1025.825636,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('125',)",3722915110,8,3.645420074,3742914149,3742914150,3722915110,0,internal_timestamp,75.19799805,1513926310,33.14960098,0,10.16059971,1025.825714,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('126',)",3722915111,8,3.645440102,3742914149,3742914150,3722915111,0,internal_timestamp,75.19999695,1513926311,33.14979935,0,10.16059971,1025.825877,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('127',)",3722915111,8,3.645450115,3742914149,3742914150,3722915111,0,internal_timestamp,75.20600128,1513926311,33.14989853,0,10.16059971,1025.825982,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('128',)",3722915111,8,3.645450115,3742914149,3742914150,3722915111,0,internal_timestamp,75.20600128,1513926311,33.14989853,0,10.16059971,1025.825982,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('129',)",3722915111,8,3.645440102,3742914149,3742914150,3722915111,0,internal_timestamp,75.20600128,1513926311,33.14979935,0,10.16069984,1025.825888,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
